id,primary_property_type
115022,Multifamily Housing
158227,Multifamily Housing
175728,Multifamily Housing
172787,Multifamily Housing
160134,Multifamily Housing
101448,Multifamily Housing
162224,College/University
173598,Other - Entertainment/Public Assembly
157599,Multifamily Housing
111038,Multifamily Housing
171878,K-12 School
250125,Hospital (General Medical & Surgical)
238712,Multifamily Housing
101784,College/University
118776,College/University
251235,Multifamily Housing
251431,K-12 School
100438,Multifamily Housing
251452,
251632,K-12 School
255756,K-12 School
117367,
156999,K-12 School
115775,
158740,Multifamily Housing
137063,Multifamily Housing
172557,Multifamily Housing
250108,Multifamily Housing
234748,Multifamily Housing
119450,Retail Store
112724,Multifamily Housing
221751,Multifamily Housing
114316,Multifamily Housing
156868,Multifamily Housing
172066,Other
251992,Office
251588,K-12 School
159156,Multifamily Housing
164537,Hotel
104789,Multifamily Housing
101766,Office
112801,Multifamily Housing
112013,
160286,Multifamily Housing
253904,Multifamily Housing
251240,Multifamily Housing
251996,Multifamily Housing
101748,Office
101816,Enclosed Mall
137570,Retail Store
251769,Office
159091,Multifamily Housing
101549,Financial Office
251956,Laboratory
119215,Other
251233,Retail Store
251780,Worship Facility
157993,Multifamily Housing
133159,Mixed Use Property
254316,Other - Specialty Hospital
147673,Multifamily Housing
103647,Office
113158,
159525,Multifamily Housing
101737,Office
159936,Multifamily Housing
242359,Multifamily Housing
100334,Multifamily Housing
146965,Multifamily Housing
173718,Multifamily Housing
119223,Retail Store
103770,Financial Office
117948,Senior Care Community
251618,
250092,Multifamily Housing
234748,Multifamily Housing
134790,Office
251944,
251466,K-12 School
100730,Office
250128,Hospital (General Medical & Surgical)
103933,Multifamily Housing
238787,Multifamily Housing
254357,Multifamily Housing
101713,Office
255004,
240215,Multifamily Housing
252034,Senior Care Community
106067,Multifamily Housing
101798,Office
244325,Multifamily Housing
112515,Multifamily Housing
251620,K-12 School
251240,Multifamily Housing
101038,Office
158236,Hotel
114866,Multifamily Housing
252040,College/University
103816,Office
239739,Multifamily Housing
103628,Office
111555,
251608,K-12 School
103632,Hospital (General Medical & Surgical)
251873,K-12 School
142211,Multifamily Housing
241007,Multifamily Housing
104095,Strip Mall
251917,Retail Store
252262,Multifamily Housing
159312,Multifamily Housing
142710,Multifamily Housing
109278,
103640,Office
114339,Multifamily Housing
117311,Other - Specialty Hospital
102455,College/University
112638,Prison/Incarceration
175894,Multifamily Housing
160355,Multifamily Housing
251318,Supermarket/Grocery Store
110254,Multifamily Housing
164777,Medical Office
251418,K-12 School
254227,Mixed Use Property
256426,College/University
175879,Multifamily Housing
103849,Multifamily Housing
159510,Multifamily Housing
111452,Multifamily Housing
243626,Multifamily Housing
113768,Multifamily Housing
252046,Fitness Center/Health Club/Gym
251243,Multifamily Housing
102323,Multifamily Housing
244182,Multifamily Housing
250023,Other - Recreation
173769,Multifamily Housing
101804,Office
102340,Multifamily Housing
254534,Multifamily Housing
105987,Multifamily Housing
253957,Multifamily Housing
254023,Multifamily Housing
127877,Retail Store
171972,Enclosed Mall
101874,Office
251420,K-12 School
172708,Mixed Use Property
103669,Stadium (Open)
232062,Multifamily Housing
251568,K-12 School
251269,Multifamily Housing
173908,Multifamily Housing
160284,Multifamily Housing
252259,Multifamily Housing
158403,College/University
132118,Senior Care Community
101899,Multifamily Housing
227696,Multifamily Housing
101030,Multifamily Housing
164102,
252084,Worship Facility
130634,Office
101765,Office
251560,K-12 School
254099,K-12 School
100429,Mixed Use Property
251511,K-12 School
251890,K-12 School
251251,Multifamily Housing
251564,K-12 School
251502,K-12 School
103781,Office
251237,Multifamily Housing
251397,K-12 School
251632,K-12 School
102585,College/University
103682,Multifamily Housing
251546,K-12 School
156856,Medical Office
173846,College/University
250133,Supermarket/Grocery Store
252112,Supermarket/Grocery Store
239630,Multifamily Housing
254388,Multifamily Housing
159310,Multifamily Housing
251490,K-12 School
159424,Multifamily Housing
105488,Multifamily Housing
252083,
251557,K-12 School
172137,Multifamily Housing
131428,
251520,K-12 School
160372,Multifamily Housing
160277,Hotel
251568,K-12 School
250071,Multifamily Housing
102914,Multifamily Housing
251346,Office
250144,Office
254353,Strip Mall
160448,Multifamily Housing
105244,Multifamily Housing
113632,Multifamily Housing
240338,Multifamily Housing
252311,Multifamily Housing
251441,K-12 School
254161,College/University
157011,K-12 School
254069,Multifamily Housing
243690,Multifamily Housing
251213,Multifamily Housing
105315,Multifamily Housing
251714,K-12 School
235845,Multifamily Housing
103716,Hotel
159560,Multifamily Housing
251785,Mixed Use Property
172406,Multifamily Housing
250032,Other - Recreation
251509,K-12 School
100397,K-12 School
175226,
251780,Worship Facility
250040,K-12 School
157964,Library
242236,Multifamily Housing
251958,Medical Office
101755,Office
251332,College/University
105820,Hotel
103644,Office
251332,College/University
244017,Multifamily Housing
101720,Office
129303,Supermarket/Grocery Store
101968,Office
101878,Office
254093,Multifamily Housing
175340,Multifamily Housing
101492,College/University
260127,College/University
164090,Residential Care Facility
235008,Multifamily Housing
112834,Multifamily Housing
260150,Laboratory
100179,Hospital (General Medical & Surgical)
172393,K-12 School
251280,Office
251671,K-12 School
251609,K-12 School
102232,Multifamily Housing
254053,Multifamily Housing
173642,Office
160283,Multifamily Housing
252068,Hotel
120624,Other
159647,Multifamily Housing
115754,Multifamily Housing
251281,Multifamily Housing
251553,K-12 School
129920,Office
253962,Multifamily Housing
251377,K-12 School
106223,Multifamily Housing
251688,K-12 School
100431,Automobile Dealership
100683,
101762,Courthouse
159326,Multifamily Housing
101788,Office
250134,Office
251514,
251408,K-12 School
165924,Multifamily Housing
159421,Multifamily Housing
254162,Residence Hall/Dormitory
116536,Multifamily Housing
251265,Multifamily Housing
100256,K-12 School
120876,Office
158227,Multifamily Housing
101934,Office
101681,Hospital (General Medical & Surgical)
251565,K-12 School
175727,Office
175371,Multifamily Housing
251878,K-12 School
106042,Multifamily Housing
114455,Multifamily Housing
133059,Multifamily Housing
113474,Multifamily Housing
100729,Office
113754,Multifamily Housing
241892,Multifamily Housing
175539,Multifamily Housing
251775,Multifamily Housing
101420,K-12 School
251770,Office
147834,Multifamily Housing
164965,Medical Office
175495,Performing Arts
105788,Multifamily Housing
224902,
237422,Multifamily Housing
251217,Multifamily Housing
113548,Multifamily Housing
116536,Multifamily Housing
159655,Multifamily Housing
109238,Multifamily Housing
159524,Multifamily Housing
105490,Multifamily Housing
104340,Multifamily Housing
101835,Office
120299,Supermarket/Grocery Store
101724,Office
239695,Multifamily Housing
251945,College/University
160197,Performing Arts
132388,
106128,
103615,Hospital (General Medical & Surgical)
125204,Multifamily Housing
175347,Other - Public Services
173804,Multifamily Housing
238957,Multifamily Housing
113593,Multifamily Housing
251691,K-12 School
160217,Hotel
172500,K-12 School
162321,K-12 School
159894,Multifamily Housing
158396,Multifamily Housing
111038,Multifamily Housing
244840,Multifamily Housing
250021,Other - Recreation
251451,K-12 School
251388,K-12 School
105530,Senior Care Community
254343,Multifamily Housing
251717,K-12 School
102725,Senior Care Community
243199,Multifamily Housing
171991,K-12 School
172115,Multifamily Housing
157832,Hospital (General Medical & Surgical)
236816,Multifamily Housing
172541,Multifamily Housing
160341,Multifamily Housing
251234,Multifamily Housing
251595,K-12 School
109891,Multifamily Housing
251573,K-12 School
159898,Multifamily Housing
251358,K-12 School
121059,Mixed Use Property
251513,K-12 School
158391,Hotel
252084,Worship Facility
250167,Residence Hall/Dormitory
105987,Multifamily Housing
101762,Courthouse
112300,
260054,Multifamily Housing
251733,K-12 School
254157,College/University
156549,Office
250176,Office
251372,K-12 School
101720,Office
105360,Multifamily Housing
251339,College/University
159905,Multifamily Housing
260029,Multifamily Housing
142232,Multifamily Housing
112698,Multifamily Housing
130634,Office
241007,Multifamily Housing
134835,Multifamily Housing
157347,Mixed Use Property
244102,Multifamily Housing
103317,Multifamily Housing
251693,K-12 School
251710,K-12 School
158644,Multifamily Housing
118872,Retail Store
158392,Office
254360,K-12 School
159807,Multifamily Housing
175891,Multifamily Housing
251956,Laboratory
157100,Multifamily Housing
114515,Multifamily Housing
145926,Multifamily Housing
160436,Multifamily Housing
252041,Retail Store
101790,Office
120267,Supermarket/Grocery Store
111862,Multifamily Housing
159739,Multifamily Housing
254152,
254316,Other - Specialty Hospital
251543,K-12 School
250091,Multifamily Housing
242264,Multifamily Housing
251718,K-12 School
175725,Multifamily Housing
105339,Multifamily Housing
252264,Multifamily Housing
175693,Multifamily Housing
159735,Multifamily Housing
159525,Multifamily Housing
120344,Other
175699,
101867,Office
250151,Multifamily Housing
242732,Multifamily Housing
251341,Multifamily Housing
250062,Adult Education
100418,K-12 School
173618,Office
101527,Multifamily Housing
112157,Multifamily Housing
236913,Multifamily Housing
159649,Multifamily Housing
145926,Multifamily Housing
165722,Hotel
101717,Office
250133,Supermarket/Grocery Store
119450,Retail Store
252266,Multifamily Housing
142943,Multifamily Housing
156845,Hotel
250078,Multifamily Housing
173925,Laboratory
251360,K-12 School
158307,Multifamily Housing
251888,K-12 School
173831,
173764,Other - Education
102568,Multifamily Housing
103965,Multifamily Housing
251636,
156874,Senior Care Community
241550,Multifamily Housing
175895,Office
101969,Office
236913,Multifamily Housing
101727,Office
252112,Supermarket/Grocery Store
252297,Multifamily Housing
103679,Office
251339,College/University
251314,Multifamily Housing
240338,Multifamily Housing
173671,Office
175954,Wholesale Club/Supercenter
173880,Multifamily Housing
251344,Supermarket/Grocery Store
160455,Multifamily Housing
254068,Multifamily Housing
250149,Office
250033,Other - Recreation
130949,
254227,Mixed Use Property
252127,Multifamily Housing
251277,
102690,Multifamily Housing
172126,Multifamily Housing
254356,
260150,Laboratory
251438,
173492,Multifamily Housing
241405,Multifamily Housing
159415,Multifamily Housing
254035,Multifamily Housing
175907,Multifamily Housing
235970,Multifamily Housing
250083,Multifamily Housing
254262,Multifamily Housing
251334,College/University
250053,K-12 School
251341,Multifamily Housing
251245,Multifamily Housing
251409,K-12 School
241915,Multifamily Housing
103782,Hotel
104431,
160448,Multifamily Housing
160219,Hotel
172177,
100332,K-12 School
102725,Senior Care Community
254037,Multifamily Housing
251374,
235635,Multifamily Housing
158142,Multifamily Housing
253972,Multifamily Housing
252315,Multifamily Housing
158654,Multifamily Housing
251319,Supermarket/Grocery Store
251585,K-12 School
240953,Multifamily Housing
175907,Multifamily Housing
116559,Multifamily Housing
251599,K-12 School
147871,Multifamily Housing
254043,Multifamily Housing
105061,Multifamily Housing
159733,Multifamily Housing
105739,Multifamily Housing
252079,
101674,Office
250173,Office
251603,K-12 School
147673,Multifamily Housing
117067,Multifamily Housing
251686,K-12 School
100429,Mixed Use Property
103273,Multifamily Housing
251628,
156900,Office
251792,Other
120518,Residential Care Facility
252104,Office
251252,Multifamily Housing
227642,Multifamily Housing
101812,Office
251884,K-12 School
158121,Financial Office
157165,Multifamily Housing
254067,Multifamily Housing
101705,Multifamily Housing
124456,
234740,Multifamily Housing
175516,Multifamily Housing
251669,K-12 School
147895,
105619,Multifamily Housing
101363,Multifamily Housing
131633,Office
251691,K-12 School
103647,Office
252036,Residence Hall/Dormitory
158303,Hotel
160285,Multifamily Housing
251344,Supermarket/Grocery Store
101547,Hospital (General Medical & Surgical)
244817,Multifamily Housing
112765,Senior Care Community
121774,Retail Store
101179,Hospital (General Medical & Surgical)
111431,Multifamily Housing
160197,Performing Arts
175813,Multifamily Housing
159639,Multifamily Housing
102335,Multifamily Housing
232841,Multifamily Housing
105600,Multifamily Housing
160438,Office
175257,
250066,Office
162321,K-12 School
254072,Multifamily Housing
252264,Multifamily Housing
251352,Office
244340,Multifamily Housing
251592,K-12 School
253990,Multifamily Housing
252084,Worship Facility
101954,Office
161131,
253993,Multifamily Housing
251331,College/University
251245,Multifamily Housing
101889,Office
251551,K-12 School
251653,
251919,Office
244200,Multifamily Housing
101838,Office
255956,
254166,College/University
101038,Office
164777,Medical Office
252251,Multifamily Housing
175987,Retail Store
251257,Multifamily Housing
237384,Multifamily Housing
104430,Multifamily Housing
251408,K-12 School
173819,Strip Mall
255757,Hotel
255935,
252268,Senior Care Community
251565,K-12 School
